"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","condition","hunger","hearing","brains","knowledge","love","desire","check_condition","RT_text","RT_response","self_rating","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
3925,"DEU","Germany",0,0,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.625,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,51.733,38.763,3,20,"woman",4,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3926,"DEU","Germany",0,0,0.5,0,NA,NA,0.166666666666667,0.333333333333333,0.25,0,-0.550341566995027,0.178571428571429,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,0,1,5.948,13.038,3,32,"man",6,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3927,"DEU","Germany",0.5,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.833333333333333,0.5,0.5,0.755600167347798,0.653061224489796,0.25,0.346639471639472,-0.459115189785882,"Secular",0,1,1,1,1,1,1,25.751,37.835,3,25,"woman",6,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3928,"DEU","Germany",0.5,0.142857142857143,0.5,1,"Evangelical",NA,0.166666666666667,0.833333333333333,0.5,0.25,0.12216963054189,0.413265306122449,0.375,0.346639471639472,-0.459115189785882,"Secular",0,1,0,0,1,1,1,32.141,25.86,3,22,"woman",4,10,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3929,"DEU","Germany",0.166666666666667,0,0.5,1,"Christian (Roman Catholic)",NA,0,0,0,0,-0.776509343862982,0.0952380952380952,0.125,0.346639471639472,-0.459115189785882,"Religious",0,1,0,0,1,0,1,27.453,87.867,3,29,"woman",5,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3930,"DEU","Germany",0.666666666666667,0.428571428571429,1,1,"Evangelical",NA,0.666666666666667,0.5,0.25,0.5,0.536319568078728,0.57312925170068,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,1,0,1,36.667,36.786,1,21,"woman",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3931,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.625,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,24.63,35.98,3,24,"woman",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3932,"DEU","Germany",0,0,0,1,"Christian (Roman Catholic)",NA,0.5,0,0,0.25,-0.757904854050116,0.107142857142857,0.75,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,42.752,30,1,24,"woman",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3933,"DEU","Germany",0.166666666666667,0,0.5,1,"Evangelical",NA,0.166666666666667,0.166666666666667,0.25,0.25,-0.444490483521189,0.214285714285714,0.25,0.346639471639472,-0.459115189785882,"Religious",0,1,0,0,1,1,1,15.423,31.256,2,20,"woman",4,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3934,"DEU","Germany",0,0.285714285714286,1,1,"Christian (Roman Catholic)",NA,1,0.666666666666667,0.25,1,0.563437107786899,0.600340136054422,0.625,0.346639471639472,-0.459115189785882,"Religious",1,1,1,1,1,1,1,46.761,54.942,2,64,"man",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3935,"DEU","Germany",0.5,0,1,1,"Christian (Roman Catholic)",NA,0.5,0.333333333333333,0.25,0.25,0.077836864209934,0.404761904761905,0.125,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,14.772,18.084,3,21,"man",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3936,"DEU","Germany",0.5,0.142857142857143,1,1,"Evangelical",NA,0.666666666666667,0.666666666666667,0.5,0.5,0.527827522670108,0.568027210884354,0.5,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,1,0,1,12.891,30.728,1,28,"man",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3937,"DEU","Germany",0.5,0.714285714285714,0.5,1,"Evangelical",NA,0.166666666666667,0.5,0.25,0.25,0.103645559298907,0.41156462585034,0,0.346639471639472,-0.459115189785882,"Secular",0,0,0,1,1,1,1,52.484,28.287,4,31,"woman",6,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3938,"DEU","Germany",0.166666666666667,0,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.5,0.5,0.45029489836335,0.547619047619048,0.25,0.346639471639472,-0.459115189785882,"Religious",0,1,1,1,1,1,1,24.967,18.39,4,29,"woman",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3939,"DEU","Germany",0.666666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.5,1,1.2612464954762,0.840136054421769,0.25,0.346639471639472,-0.459115189785882,"Secular",0,1,0,1,1,1,1,24.767,53.163,5,22,"man",5,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3940,"DEU","Germany",0.166666666666667,0.714285714285714,0.5,1,"Evangelical",NA,0.333333333333333,0,0,0.25,-0.283255155767251,0.280612244897959,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,1,1,1,1,22.109,64.829,3,25,"woman",5,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3941,"DEU","Germany",0.5,0,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.5,0,0,-0.254441239966812,0.285714285714286,0.5,0.346639471639472,-0.459115189785882,"Religious",0,1,0,1,1,1,1,18.44,33.494,4,28,"woman",6,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3942,"DEU","Germany",0,0,0,0,NA,NA,0.166666666666667,0.5,0,0.25,-0.692265931291014,0.130952380952381,0.375,0.346639471639472,-0.459115189785882,"Secular",0,1,1,0,1,1,1,23.539,38.296,5,24,"woman",4,6,"I would rather not say",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3943,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,21.33,20.43,1,34,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3944,"DEU","Germany",0,0,0.5,0,NA,NA,1,0.5,0,1,0.0903922773137692,0.428571428571429,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,68.1,42.574,3,64,"woman",6,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3945,"DEU","Germany",0.166666666666667,0.428571428571429,1,1,"Evangelical",NA,0.833333333333333,1,0.5,0.5,0.67806754304104,0.63265306122449,0.75,0.346639471639472,-0.459115189785882,"Secular",0,0,0,1,1,1,0,23.552,29.45,3,21,"woman",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3946,"DEU","Germany",0,0,0.5,0,NA,NA,0,1,0,0,-0.471826683202805,0.214285714285714,0,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,43.441,23.808,4,29,"man",4,2,"Asian",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3947,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,15.808,20.241,2,24,"woman",4,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3948,"DEU","Germany",0.333333333333333,0.428571428571429,1,1,"Evangelical",NA,0.333333333333333,0.166666666666667,0,0.5,0.0271274252156787,0.394557823129252,0.375,0.346639471639472,-0.459115189785882,"Secular",0,0,0,1,1,1,1,51.729,46.89,3,23,"woman",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3949,"DEU","Germany",0,0,0,1,"Other:","Anglikanisch",0,0,0,0,-1.03844452662611,0,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,95.291,33.032,1,22,"woman",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3950,"DEU","Germany",0.166666666666667,0,0,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.839839962536662,0.0714285714285714,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,18.384,26.098,3,32,"man",5,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3951,"DEU","Germany",0.333333333333333,0.142857142857143,0,1,"Evangelical",NA,0.166666666666667,0,0,0.25,-0.67908845578317,0.127551020408163,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,20.33,22.374,3,27,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3952,"DEU","Germany",0,0,0,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.913585550908848,0.0476190476190476,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,358.107,13.468,1,28,"man",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3953,"DEU","Germany",0.166666666666667,0.142857142857143,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,0.833333333333333,0.5,0.75,0.662159792461923,0.627551020408163,0,0.346639471639472,-0.459115189785882,"Religious",0,0,0,1,1,1,0,22.832,24.685,2,25,"woman",6,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3954,"DEU","Germany",0,0,0,0,NA,NA,0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,1,1,19.47,22.286,1,26,"woman",4,3,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3955,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,22.373,12.854,1,30,"woman",5,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3956,"DEU","Germany",0.333333333333333,0,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.640976154612257,0.142857142857143,0.25,0.346639471639472,-0.459115189785882,"Religious",0,1,0,1,1,1,1,14.236,20.203,3,21,"woman",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3957,"DEU","Germany",0.166666666666667,0,0,1,"Christian (Roman Catholic)",NA,0,0.166666666666667,0,0,-0.901627563415202,0.0476190476190476,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,34.065,32.439,4,27,"man",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3958,"DEU","Germany",0.333333333333333,0.571428571428571,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0,0.5,0.25,-0.0404439613064277,0.355442176870748,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,39.938,26.246,2,24,"man",5,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3959,"DEU","Germany",0.166666666666667,0.714285714285714,0.5,0,NA,NA,0.666666666666667,0.5,0.25,0.25,0.141517185190155,0.435374149659864,0.5,0.346639471639472,-0.459115189785882,"Religious",0,1,0,0,1,0,1,31.637,31.636,4,25,"man",6,4,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3960,"DEU","Germany",0.333333333333333,0.428571428571429,1,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.166666666666667,0,0.5,0.0271274252156787,0.394557823129252,0,0.346639471639472,-0.459115189785882,"Secular",0,0,0,1,1,0,1,35.211,132.952,3,24,"woman",4,4,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3961,"DEU","Germany",0,0.142857142857143,1,1,"Muslim",NA,1,1,1,1,0.970628478237138,0.73469387755102,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,40.264,51.642,3,46,"man",5,5,"Mixed / other","Berberisch","Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3962,"DEU","Germany",0,0,0,0,NA,NA,0.166666666666667,0.833333333333333,0,0,-0.661300051553939,0.142857142857143,0.5,0.346639471639472,-0.459115189785882,"Religious",0,0,0,1,1,1,1,16.163,23.76,3,18,"woman",4,4,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3963,"DEU","Germany",0.333333333333333,0.857142857142857,1,0,NA,NA,0.833333333333333,0.5,0.75,0.75,0.934460161360533,0.717687074829932,0.375,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,0,1,23.782,55.947,1,27,"woman",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3964,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,42.218,21.446,1,29,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3965,"DEU","Germany",0.166666666666667,0.428571428571429,0.5,1,"Christian (Roman Catholic)",NA,0.5,1,0,0.25,0.0471598475843418,0.406462585034014,0.625,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,1,1,24.196,32.668,3,21,"woman",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3966,"DEU","Germany",0.5,0,1,1,"Evangelical",NA,0.5,1,0.25,0.25,0.330122363564842,0.5,0.5,0.346639471639472,-0.459115189785882,"Religious",1,1,1,1,1,1,1,25.227,16.535,3,22,"man",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3967,"DEU","Germany",0,0.428571428571429,0.5,1,"Evangelical",NA,0.666666666666667,0.833333333333333,0.25,0.25,0.0841134999361156,0.418367346938776,0.375,0.346639471639472,-0.459115189785882,"Secular",0,1,0,1,1,1,1,22.184,22.773,4,23,"woman",5,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3968,"DEU","Germany",0.333333333333333,0.285714285714286,0.5,1,"Evangelical",NA,1,0.5,0.25,0.5,0.269313575420836,0.481292517006803,0.375,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,0,1,20.656,19.75,3,28,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3969,"DEU","Germany",0.166666666666667,0,0.5,1,"Evangelical",NA,0.166666666666667,0,0,0,-0.714721742984442,0.119047619047619,0.625,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,32.543,31.663,6,62,"woman",6,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3970,"DEU","Germany",0,0,1,1,"Christian (Roman Catholic)",NA,1,1,0.25,0.5,0.389425271024285,0.535714285714286,0,0.346639471639472,-0.459115189785882,"Religious",0,1,1,1,1,1,1,19.495,22.011,3,22,"woman",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3971,"DEU","Germany",0.5,0.571428571428571,1,1,"Christian (Roman Catholic)",NA,1,0.666666666666667,0.5,0.5,0.81610399426615,0.67687074829932,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,1,1,1,0,1,19.6,32.188,3,24,"woman",6,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3972,"DEU","Germany",0.166666666666667,0.285714285714286,0.5,0,NA,NA,1,0.5,0.25,0.75,0.29074485698903,0.493197278911565,0.5,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,1,0,1,22.711,38.638,2,27,"woman",7,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3973,"DEU","Germany",0.5,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.29948392178816,0.852040816326531,0.5,0.346639471639472,-0.459115189785882,"Secular",0,1,0,1,1,1,1,26.887,54.178,3,27,"woman",4,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3974,"DEU","Germany",0,0,0,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.166666666666667,0,0.25,-0.818408680968468,0.0833333333333333,0.25,0.346639471639472,-0.459115189785882,"Secular",0,1,0,1,1,1,1,19.278,36.814,4,27,"man",5,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3975,"DEU","Germany",0.5,0.285714285714286,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.5,0,0.25,0.200513671802363,0.457482993197279,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,0,29.849,28.335,2,28,"woman",5,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3976,"DEU","Germany",0,0.714285714285714,0.5,0,NA,NA,1,0.666666666666667,0,0.75,0.332788898610389,0.518707482993197,1,0.346639471639472,-0.459115189785882,"Religious",0,1,0,1,1,1,1,17.677,18.65,5,21,"woman",4,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3977,"DEU","Germany",0.166666666666667,0,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.714721742984442,0.119047619047619,0,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,29.992,26.1,2,26,"woman",5,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3978,"DEU","Germany",0,0,0.5,0,NA,NA,0.5,0.5,0.25,0.5,-0.173341250518462,0.321428571428571,0.5,0.346639471639472,-0.459115189785882,"Religious",0,1,0,1,1,1,1,32.382,42.593,5,28,"woman",5,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3979,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,77.845,24.39,1,28,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3980,"DEU","Germany",0,0,0,0,NA,NA,0,0.5,0,0,-0.849230402109933,0.0714285714285714,0.375,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,1,1,33.366,81.464,4,23,"woman",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3981,"DEU","Germany",0.5,0,1,1,"Evangelical",NA,0.166666666666667,1,0.25,0.25,0.206547161807763,0.452380952380952,0.5,0.346639471639472,-0.459115189785882,"Secular",0,1,0,1,1,1,1,36.02,45.773,3,27,"woman",5,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3982,"DEU","Germany",0.333333333333333,0.714285714285714,1,1,"Evangelical",NA,0.666666666666667,0.333333333333333,0.5,0.5,0.547540877739087,0.578231292517007,0.5,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,37.424,29.968,1,62,"woman",3,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3983,"DEU","Germany",0.333333333333333,0,0.5,1,"Christian (Roman Catholic)",NA,0.333333333333333,0.333333333333333,0,0.25,-0.357868934115884,0.25,0.25,0.346639471639472,-0.459115189785882,"Religious",0,1,0,1,1,1,1,27.116,31.538,4,29,"woman",4,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3984,"DEU","Germany",0.666666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,0.75,0.5,0.994945419723597,0.732993197278912,0.375,0.346639471639472,-0.459115189785882,"Secular",0,1,1,1,1,0,1,20.65,41.821,5,27,"man",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3985,"DEU","Germany",0,0,0,0,NA,NA,0.166666666666667,1,0,0,-0.598228676715212,0.166666666666667,0.5,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,33.302,20.912,4,26,"woman",6,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3986,"DEU","Germany",0.333333333333333,0,0,1,"Christian (Roman Catholic)",NA,0,0,0,0,-0.890953349881744,0.0476190476190476,0.375,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,45.193,21.35,2,24,"woman",4,6,"African",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3987,"DEU","Germany",0,0,0.5,1,"Christian (Roman Catholic)",NA,0,0.166666666666667,0,0,-0.78718355739644,0.0952380952380952,0.375,0.346639471639472,-0.459115189785882,"Religious",0,0,0,1,1,1,1,35.723,46.246,3,24,"woman",5,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3988,"DEU","Germany",0.333333333333333,0,0.5,1,"Evangelical",NA,0.166666666666667,0.166666666666667,0,0,-0.57790477977353,0.166666666666667,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,1,0,1,12.002,29.746,4,26,"woman",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3989,"DEU","Germany",0.166666666666667,0.714285714285714,1,1,"Evangelical",NA,0.5,0.166666666666667,0.25,0.5,0.236953298965488,0.47108843537415,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,3.179,11.928,1,62,"woman",3,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3990,"DEU","Germany",0.166666666666667,0,0.5,1,"Evangelical",NA,0,0.166666666666667,0,0,-0.713437969024255,0.119047619047619,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,1,0,1,22.734,21.489,4,20,"woman",5,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3991,"DEU","Germany",0.333333333333333,0,0.5,1,"Evangelical",NA,0.5,0.166666666666667,0,0.25,-0.359152708076072,0.25,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,29.554,139.589,4,21,"woman",4,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3992,"DEU","Germany",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,0,0,0,1,30.894,29.801,4,29,"man",6,7,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3993,"DEU","Germany",0.666666666666667,0.857142857142857,0.5,1,"Evangelical",NA,0.5,0.666666666666667,0.5,0.5,0.626098032171079,0.598639455782313,0.5,0.346639471639472,-0.459115189785882,"Religious",1,1,1,1,1,1,1,67.546,40.509,2,27,"woman",4,5,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3994,"DEU","Germany",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.166666666666667,0.5,0,0,-0.599253206840446,0.166666666666667,0.25,0.346639471639472,-0.459115189785882,"Secular",0,0,0,1,1,1,1,43.598,67.501,4,20,"woman",4,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3995,"DEU","Germany",0.5,0,1,1,"Evangelical",NA,0.5,0.166666666666667,0.5,0.5,0.221925373995733,0.452380952380952,0.25,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,20.027,19.529,2,28,"woman",6,9,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3996,"DEU","Germany",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.5,0.5,0.5,0.831849017694369,0.673469387755102,0.25,0.346639471639472,-0.459115189785882,"Secular",0,1,1,1,1,1,1,34.329,34.542,3,21,"man",4,8,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
3997,"DEU","Germany",0,0,0.5,1,"Christian (Roman Catholic)",NA,0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.125,0.346639471639472,-0.459115189785882,"Religious",0,0,0,0,0,0,1,20.111,20.297,1,38,"woman",3,6,"Caucasian/European",NA,"Berlin Kolleg + Bonn Econlab + MPI EVA website + evening classes + contact list","mixed","raffle","German"
