SUBNUM,SITENUM,SITENAME,AGE,SEX,REPLICATION,PRIME,PRIMENAME,SPIRITSREAL,SLP1DTH0,SLPDEATH,QNUM,PSYCHPHYS,QLABEL,QUESTION,RESPONSE,DISCONTINUITY
263,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
264,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
265,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
266,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,0,1
267,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
268,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
269,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,0,1
270,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
271,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
272,6,Wesleyan Students,20,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
273,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
274,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
275,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
276,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
277,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
278,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,6,Psychological,SKNOW,Know,1,0
279,6,Wesleyan Students,20,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
280,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
281,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
282,7,Chicago Congregation,48,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
283,7,Chicago Congregation,26,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
284,7,Chicago Congregation,40,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,0,1
285,7,Chicago Congregation,28,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
286,7,Chicago Congregation,31,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
287,7,Chicago Congregation,25,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
288,7,Chicago Congregation,51,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
289,7,Chicago Congregation,27,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
290,7,Chicago Congregation,28,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
291,7,Chicago Congregation,31,0,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
292,7,Chicago Congregation,30,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
293,7,Chicago Congregation,63,0,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
294,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,0,1
295,7,Chicago Congregation,23,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,0,1
296,7,Chicago Congregation,62,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
297,7,Chicago Congregation,30,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
298,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
299,7,Chicago Congregation,46,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
300,7,Chicago Congregation,26,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
301,7,Chicago Congregation,25,1,0,1,Spirit prime,0,1,Sleep,6,Psychological,SKNOW,Know,1,0
302,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
303,7,Chicago Congregation,30,0,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
304,7,Chicago Congregation,25,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
305,7,Chicago Congregation,27,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
306,7,Chicago Congregation,28,0,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
307,7,Chicago Congregation,24,1,0,1,Spirit prime,1,1,Sleep,6,Psychological,SKNOW,Know,1,0
308,7,Chicago Congregation,59,1,0,0,No prime,NA,1,Sleep,6,Psychological,SKNOW,Know,1,0
1,2,Shuar,25,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
2,2,Shuar,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
3,2,Shuar,44,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
4,2,Shuar,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
5,2,Shuar,25,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
6,2,Shuar,30,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
7,2,Shuar,17,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,1,0
8,2,Shuar,33,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
9,2,Shuar,19,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
10,2,Shuar,23,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
11,2,Shuar,17,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
12,2,Shuar,34,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
13,2,Shuar,17,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
14,2,Shuar,20,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
15,2,Shuar,32,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
16,2,Shuar,39,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
17,2,Shuar,16,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
18,2,Shuar,50,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
19,2,Shuar,58,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
20,2,Shuar,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
21,2,Shuar,39,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
22,2,Shuar,17,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
23,2,Shuar,42,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
24,2,Shuar,31,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
25,2,Shuar,39,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
26,2,Shuar,34,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
27,2,Shuar,50,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
28,2,Shuar,16,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
29,2,Shuar,16,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
30,2,Shuar,13,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
31,2,Shuar,23,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
32,2,Shuar,14,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
33,2,Shuar,14,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
34,2,Shuar,15,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
35,2,Shuar,46,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
36,1,Marajó Islanders,31,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
37,1,Marajó Islanders,45,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
38,1,Marajó Islanders,17,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
39,1,Marajó Islanders,49,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
40,1,Marajó Islanders,30,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
41,1,Marajó Islanders,39,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
42,1,Marajó Islanders,31,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
43,1,Marajó Islanders,22,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
44,1,Marajó Islanders,23,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
45,1,Marajó Islanders,55,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
46,1,Marajó Islanders,31,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
47,1,Marajó Islanders,27,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
48,1,Marajó Islanders,29,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
49,1,Marajó Islanders,35,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
50,1,Marajó Islanders,69,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
51,1,Marajó Islanders,20,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
52,1,Marajó Islanders,32,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
53,1,Marajó Islanders,34,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
54,1,Marajó Islanders,33,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
55,1,Marajó Islanders,25,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
56,1,Marajó Islanders,23,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
57,1,Marajó Islanders,24,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
58,1,Marajó Islanders,44,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
59,1,Marajó Islanders,22,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
60,1,Marajó Islanders,27,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
61,1,Marajó Islanders,20,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
62,1,Marajó Islanders,27,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
63,1,Marajó Islanders,18,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
64,1,Marajó Islanders,28,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
65,1,Marajó Islanders,22,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
66,1,Marajó Islanders,23,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
67,1,Marajó Islanders,34,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
68,1,Marajó Islanders,15,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
69,1,Marajó Islanders,26,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
70,1,Marajó Islanders,30,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
71,1,Marajó Islanders,29,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
72,1,Marajó Islanders,27,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
73,1,Marajó Islanders,55,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
74,1,Marajó Islanders,34,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
75,1,Marajó Islanders,31,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
76,1,Marajó Islanders,66,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
77,1,Marajó Islanders,23,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
78,1,Marajó Islanders,26,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
79,1,Marajó Islanders,17,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
80,1,Marajó Islanders,27,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
81,1,Marajó Islanders,26,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
82,1,Marajó Islanders,15,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
83,1,Marajó Islanders,25,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
84,1,Marajó Islanders,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
85,1,Marajó Islanders,18,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
86,1,Marajó Islanders,23,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
87,1,Marajó Islanders,28,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
88,1,Marajó Islanders,21,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
89,1,Marajó Islanders,14,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
90,1,Marajó Islanders,19,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
91,1,Marajó Islanders,33,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
92,1,Marajó Islanders,20,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
93,1,Marajó Islanders,18,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
94,1,Marajó Islanders,26,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
95,1,Marajó Islanders,18,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
96,1,Marajó Islanders,16,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
97,3,Chhattisgarh,32,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
98,3,Chhattisgarh,22,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
99,3,Chhattisgarh,24,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
100,3,Chhattisgarh,30,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
101,3,Chhattisgarh,25,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
102,3,Chhattisgarh,33,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
103,3,Chhattisgarh,20,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
104,3,Chhattisgarh,34,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
105,3,Chhattisgarh,28,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
106,3,Chhattisgarh,33,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
107,3,Chhattisgarh,30,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
108,3,Chhattisgarh,26,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
109,3,Chhattisgarh,21,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
110,3,Chhattisgarh,25,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
111,3,Chhattisgarh,23,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
112,3,Chhattisgarh,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
113,3,Chhattisgarh,18,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
114,3,Chhattisgarh,19,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
115,3,Chhattisgarh,19,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
116,3,Chhattisgarh,17,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
117,3,Chhattisgarh,16,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
118,3,Chhattisgarh,30,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
119,3,Chhattisgarh,35,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
120,3,Chhattisgarh,25,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
121,3,Chhattisgarh,30,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
122,3,Chhattisgarh,26,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
123,3,Chhattisgarh,23,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
124,3,Chhattisgarh,17,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
125,3,Chhattisgarh,17,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
126,3,Chhattisgarh,28,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
127,3,Chhattisgarh,25,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
128,3,Chhattisgarh,26,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
129,3,Chhattisgarh,21,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
130,3,Chhattisgarh,22,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
131,3,Chhattisgarh,18,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
132,3,Chhattisgarh,38,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
133,3,Chhattisgarh,28,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
134,3,Chhattisgarh,16,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
135,3,Chhattisgarh,31,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
136,3,Chhattisgarh,20,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
137,3,Chhattisgarh,32,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
138,3,Chhattisgarh,34,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
139,3,Chhattisgarh,20,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
140,3,Chhattisgarh,37,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
141,3,Chhattisgarh,31,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
142,3,Chhattisgarh,33,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
143,3,Chhattisgarh,25,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
144,3,Chhattisgarh,30,0,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
145,4,Storozhnitsa,71,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
146,4,Storozhnitsa,61,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
147,4,Storozhnitsa,39,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
148,4,Storozhnitsa,40,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
149,4,Storozhnitsa,51,0,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
150,4,Storozhnitsa,28,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
151,4,Storozhnitsa,30,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
152,4,Storozhnitsa,36,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
153,4,Storozhnitsa,23,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
154,4,Storozhnitsa,70,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
155,4,Storozhnitsa,43,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
156,4,Storozhnitsa,68,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
157,4,Storozhnitsa,73,0,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
158,4,Storozhnitsa,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
159,4,Storozhnitsa,79,0,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
160,4,Storozhnitsa,72,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
161,4,Storozhnitsa,35,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
162,4,Storozhnitsa,31,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
163,4,Storozhnitsa,39,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
164,4,Storozhnitsa,33,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
165,4,Storozhnitsa,24,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
166,4,Storozhnitsa,54,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
167,4,Storozhnitsa,46,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
168,4,Storozhnitsa,73,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
169,4,Storozhnitsa,51,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
170,4,Storozhnitsa,39,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
171,4,Storozhnitsa,18,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
172,4,Storozhnitsa,56,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
173,4,Storozhnitsa,35,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
174,4,Storozhnitsa,47,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
175,4,Storozhnitsa,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
176,4,Storozhnitsa,16,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
177,4,Storozhnitsa,16,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
178,4,Storozhnitsa,61,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
179,4,Storozhnitsa,49,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
180,4,Storozhnitsa,34,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
181,4,Storozhnitsa,17,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
182,4,Storozhnitsa,74,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
183,4,Storozhnitsa,43,0,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
184,4,Storozhnitsa,42,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
185,4,Storozhnitsa,65,0,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
186,4,Storozhnitsa,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
187,4,Storozhnitsa,70,1,0,0,No prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
188,4,Storozhnitsa,49,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
189,4,Storozhnitsa,49,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
190,4,Storozhnitsa,21,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
191,4,Storozhnitsa,30,0,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
192,4,Storozhnitsa,55,1,0,0,No prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
193,5,Emory Students,19,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
194,5,Emory Students,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
195,5,Emory Students,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
196,5,Emory Students,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
197,5,Emory Students,18,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
198,5,Emory Students,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
199,5,Emory Students,21,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
200,5,Emory Students,21,1,0,1,Spirit prime,0,0,Death,1,Physiological,DNOISE,Noise,0,1
201,5,Emory Students,22,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
202,5,Emory Students,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
203,5,Emory Students,22,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
204,5,Emory Students,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
205,5,Emory Students,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
206,5,Emory Students,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
207,5,Emory Students,22,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,1,0
208,5,Emory Students,20,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,1,0
209,5,Emory Students,20,1,0,0,No prime,NA,0,Death,1,Physiological,DNOISE,Noise,0,1
210,5,Emory Students,21,1,0,1,Spirit prime,1,0,Death,1,Physiological,DNOISE,Noise,0,1
